%See http://www.asap.cs.nott.ac.uk/external/atr/benchmarks/index.shtml for information about the format.


%SECTION%1%;Nodes;
%FIELDS%;node_id;x;y;specification;
;N331;25.2697725333;51.5648166667;;
;N332;25.2689899333;51.564684;;
;N333;25.2691368667;51.565097;;
;N334;25.268357;51.564955;;
;N335;25.2685025;51.565376;;
;N336;25.2677203;51.565245;;
;N337;25.2678688;51.565664;;
;N338;25.2667288;51.566349;;
;N339;25.2663317;51.566531;;
;N340;25.2670012667;51.567087;;
;N341;25.2666062333;51.567267;;
;N342;25.2672702667;51.5678153333;;
;N343;25.2668775333;51.5679936667;;
;N344;25.2675419333;51.5685576667;;
;N345;25.2671504667;51.5687283333;;
;N346;25.2678133667;51.5693093333;;
;N347;25.2674289333;51.5694826667;;
;N348;25.2680765;51.5700373333;;
;N349;25.2676992;51.5702146667;;
;N350;25.2683470333;51.5707866667;;
;N351;25.2679727667;51.5709563333;;
;N352;25.2654572333;51.572014;;
;N353;25.2658434667;51.571844;;
;N354;25.2652004333;51.5713016667;;
;N355;25.2655820667;51.5711263333;;
;N356;25.2649376667;51.5705756667;;
;N357;25.2653211333;51.5704113333;;
;N358;25.2646681333;51.5698306667;;
;N359;25.2650450667;51.5696543333;;
;N360;25.2643970333;51.5690813333;;
;N361;25.2647791667;51.5689256667;;
;N362;25.2641317667;51.568348;;
;N363;25.2645104333;51.568189;;
;N364;25.2638654333;51.5676123333;;
;N365;25.2642387667;51.5674446667;;
;N366;25.2638694;51.5737225;;
;N367;25.26447805;51.573475;;
;N368;25.265119;51.5732145;;
;N369;25.26458665;51.572795;;
;N370;25.26398515;51.573057;;
;N371;25.26338015;51.573321;;
;N372;25.26502475;51.57383;;
;N373;25.2657203;51.573952;;
;N374;25.2655552;51.573528;;
;N375;25.2658276;51.5752105;;
;N376;25.26569995;51.574863;;
;N377;25.2655782;51.574518;;
;N378;25.2620327;51.5650753333;;
;N379;25.261522;51.5650976667;;
;N380;25.2597025;51.5632186667;;
;N381;25.2595435;51.5627923333;;
;N382;25.2603207333;51.5629453333;;
;N383;25.2601761667;51.5625126667;;
;N384;25.2609238667;51.5626796667;;
;N385;25.2607719333;51.5622503333;;
;N386;25.2615465333;51.562404;;
;N387;25.2613851667;51.561979;;
;N388;25.2621242;51.562149;;
;N389;25.2619651;51.561723;;
;N390;25.2627169333;51.5618876667;;
;N391;25.2625658667;51.5614583333;;
;N392;25.2633195667;51.561621;;
;N393;25.2631749333;51.561189;;
;N394;25.2634892;51.5602277;;
;N395;25.2636435;51.5606658;;
;N396;25.2637978;51.5611039;;
;N397;25.2655711333;51.5594101667;;
;N398;25.2657480667;51.5598774333;;
;N399;25.26304195;51.558976;;
;N400;25.26359655;51.55872;;
;N401;25.2641462;51.558486;;
;N402;25.26466155;51.5583225;;
;N403;25.26513015;51.5581555;;
;N404;25.26380685;51.559556;;
;N405;25.2641829;51.5594005;;
;N406;25.2644113;51.5610205;;
;N407;25.2648958;51.560785;;
;N408;25.2653899;51.56058;;
;N409;25.2701636333;51.5585756667;;
;N410;25.2700083667;51.5581603333;;
;N411;25.2707648333;51.558314;;
;N412;25.2706122667;51.55788;;
;N413;25.2713793667;51.5580636667;;
;N414;25.2712376333;51.5576243333;;
;N415;25.2720054667;51.557827;;
;N416;25.2718481333;51.557379;;
;N417;25.2726152333;51.5575926667;;
;N418;25.2724504667;51.5571253333;;
;N419;25.2732163;51.5572633333;;
;N420;25.2730455;51.5568136667;;
;N421;25.2731305;51.5580555;;
;N422;25.27308355;51.5578865;;
;N423;25.2738141;51.5575205;;
;N424;25.2676823167;51.5601655167;;
;N425;25.2681623333;51.5599506333;;
;N426;25.26864235;51.55973575;;
;N427;25.2691223667;51.5595208667;;
;N428;25.2696023833;51.5593059833;;
;N429;25.27184195;51.558389;;
;N430;25.2649449;51.5718305;;
;N431;25.2724714;51.5581675;;
;N432;25.248982475;51.568455325;;
;N433;25.24945165;51.56824665;;
;N434;25.249920825;51.568037975;;
;N435;25.26686765;51.5609421;;
;N436;25.2678735;51.56363045;;
;N437;25.2677068;51.5631843;;
;N438;25.2675401;51.56273815;;
;N439;25.2659868;51.5653734;;
;N440;25.2639568;51.56643655;;
;N441;25.262618;51.56634675;;
;N442;25.2657057;51.5729662;;
%SECTION%1%;Edges;
%FIELDS%;edge_id;start_node;end_node;directed;length;type;
;1;N82;N13;0;41.947;0;
;2;N13;N11;0;39.67;0;
;3;N11;N173;0;41.551;0;
;8;N165;N163;0;57.556;0;
;9;N163;N161;0;59.521;0;
;12;N143;N34;0;7.442;0;
;20;N16;N180;0;41.324;0;
;24;N3;N4;0;53.666;0;
;25;N4;N5;0;51.512;0;
;26;N5;N6;0;55.329;0;
;27;N6;N7;0;32.458;0;
;28;N7;N8;0;42.513;0;
;35;N43;N45;0;57.284;0;
;47;N47;N48;0;40.256;0;
;48;N48;N49;0;39.796;0;
;49;N49;N50;0;20.027;0;
;50;N46;N65;0;57.761;0;
;56;N93;N64;0;53.633;0;
;57;N64;N72;0;26.596;0;
;58;N72;N63;0;26.02;0;
;59;N63;N70;0;19.417;0;
;63;N80;N73;0;18.408;0;
;64;N73;N79;0;18.321;0;
;65;N79;N78;0;17.634;0;
;66;N78;N84;0;59.995;0;
;72;N81;N102;0;34.83;0;
;77;N67;N69;0;26.591;0;
;78;N69;N68;0;24.539;0;
;83;N81;N101;0;46.248;0;
;85;N90;N92;0;50.567;0;
;86;N92;N100;0;29.577;0;
;91;N76;N191;0;49.712;0;
;122;N119;N121;0;7.861;0;
;129;N127;N125;0;36.951;0;
;130;N125;N123;0;36.859;0;
;143;N145;N156;0;57.002;0;
;144;N156;N150;0;8.79;0;
;145;N150;N158;0;37.02;0;
;146;N158;N152;0;27.579;0;
;147;N152;N154;0;59.296;0;
;148;N154;N146;0;52.413;0;
;172;N177;N13;0;35.51;0;
;174;N178;N3;0;49.922;0;
;176;N179;N16;0;42.73;0;
;177;N181;N16;0;53.324;0;
;178;N77;N183;0;46.361;0;
;179;N182;N77;0;57.646;0;
;180;N131;N184;0;56.094;0;
;181;N147;N185;0;56.534;0;
;182;N146;N186;0;48.86;0;
;183;N144;N196;0;27.292;0;
;184;N145;N187;0;47.643;0;
;186;N167;N190;0;28.062;0;
;187;N41;N189;0;55.795;0;
;200;N82;N200;0;48.956;0;
;201;N12;N200;0;48.956;0;
;202;N169;N201;0;35.63;0;
;203;N171;N201;0;35.63;0;
;204;N167;N202;0;35.325;0;
;205;N169;N202;0;35.325;0;
;206;N147;N203;0;36.696;0;
;207;N41;N203;0;36.696;0;
;208;N165;N204;0;32.032;0;
;209;N147;N204;0;32.032;0;
;210;N144;N205;0;34.04;0;
;211;N161;N205;0;34.04;0;
;212;N143;N206;0;34.238;0;
;213;N144;N206;0;34.238;0;
;214;N141;N207;0;31.864;0;
;215;N34;N207;0;31.864;0;
;216;N139;N208;0;34.882;0;
;217;N141;N208;0;34.882;0;
;218;N137;N209;0;34.329;0;
;219;N139;N209;0;34.329;0;
;220;N135;N210;0;37.73;0;
;221;N137;N210;0;37.73;0;
;222;N133;N211;0;36.414;0;
;223;N135;N211;0;36.414;0;
;224;N131;N212;0;36.032;0;
;225;N133;N212;0;36.032;0;
;226;N179;N213;0;58.244;0;
;227;N213;N214;0;58.244;0;
;228;N214;N215;0;58.244;0;
;229;N215;N216;0;58.244;0;
;230;N216;N217;0;58.244;0;
;231;N217;N218;0;58.244;0;
;232;N218;N219;0;58.244;0;
;233;N219;N220;0;58.244;0;
;234;N220;N221;0;58.244;0;
;235;N221;N222;0;58.244;0;
;236;N222;N223;0;58.244;0;
;237;N223;N224;0;58.244;0;
;238;N224;N225;0;58.244;0;
;239;N225;N226;0;58.244;0;
;240;N226;N227;0;58.244;0;
;241;N227;N228;0;58.244;0;
;242;N184;N228;0;58.244;0;
;243;N19;N229;0;57.727;0;
;244;N229;N230;0;57.727;0;
;245;N2;N230;0;57.727;0;
;246;N23;N231;0;59.72;0;
;247;N231;N232;0;59.72;0;
;248;N232;N233;0;59.72;0;
;249;N19;N233;0;59.72;0;
;250;N178;N234;0;51.188;0;
;251;N234;N235;0;51.188;0;
;252;N235;N236;0;51.188;0;
;253;N236;N237;0;51.188;0;
;254;N237;N238;0;51.188;0;
;255;N23;N238;0;51.188;0;
;256;N19;N239;0;45.875;0;
;257;N239;N240;0;45.875;0;
;258;N240;N241;0;45.875;0;
;259;N18;N241;0;45.875;0;
;260;N23;N242;0;45.616;0;
;261;N242;N243;0;45.616;0;
;262;N243;N244;0;45.616;0;
;263;N22;N244;0;45.616;0;
;264;N35;N245;0;32.05;0;
;265;N34;N245;0;32.05;0;
;266;N36;N246;0;42.942;0;
;267;N246;N247;0;42.942;0;
;268;N35;N247;0;42.942;0;
;269;N37;N248;0;42.614;0;
;270;N248;N249;0;42.614;0;
;271;N36;N249;0;42.614;0;
;272;N38;N250;0;43.587;0;
;273;N37;N250;0;43.587;0;
;274;N74;N251;0;41.095;0;
;275;N251;N252;0;41.095;0;
;276;N45;N252;0;41.095;0;
;277;N71;N253;0;32.139;0;
;278;N74;N253;0;32.139;0;
;279;N114;N254;0;52.936;0;
;280;N71;N254;0;52.937;0;
;281;N113;N255;0;39.274;0;
;282;N114;N255;0;39.274;0;
;283;N112;N256;0;39.43;0;
;284;N113;N256;0;39.43;0;
;285;N111;N257;0;41.594;0;
;286;N112;N257;0;41.594;0;
;287;N110;N258;0;39.594;0;
;288;N111;N258;0;39.594;0;
;289;N109;N259;0;39.814;0;
;290;N110;N259;0;39.814;0;
;291;N42;N260;0;54.174;0;
;292;N188;N260;0;54.174;0;
;293;N192;N261;0;58.292;0;
;294;N261;N262;0;58.292;0;
;295;N262;N263;0;58.292;0;
;296;N263;N264;0;58.292;0;
;297;N264;N265;0;58.292;0;
;298;N45;N265;0;58.292;0;
;299;N47;N266;0;46.892;0;
;300;N266;N267;0;46.892;0;
;301;N38;N267;0;46.892;0;
;302;N96;N268;0;48.071;0;
;303;N65;N268;0;48.071;0;
;304;N76;N269;0;38.347;0;
;305;N96;N269;0;38.347;0;
;306;N95;N270;0;37.389;0;
;307;N76;N270;0;37.389;0;
;308;N94;N271;0;37.627;0;
;309;N95;N271;0;37.627;0;
;310;N93;N272;0;36.924;0;
;311;N94;N272;0;36.924;0;
;312;N91;N273;0;41.052;0;
;313;N70;N273;0;41.052;0;
;314;N89;N274;0;31.763;0;
;315;N91;N274;0;31.763;0;
;316;N80;N275;0;41.741;0;
;317;N89;N275;0;41.741;0;
;318;N85;N276;0;37.087;0;
;319;N84;N276;0;37.087;0;
;320;N86;N277;0;37.945;0;
;321;N85;N277;0;37.945;0;
;322;N87;N278;0;37.082;0;
;323;N86;N278;0;37.082;0;
;324;N88;N279;0;37.777;0;
;325;N87;N279;0;37.777;0;
;326;N81;N280;0;48.422;0;
;327;N88;N280;0;48.422;0;
;328;N103;N281;0;40.37;0;
;329;N102;N281;0;40.37;0;
;330;N104;N282;0;39.031;0;
;331;N103;N282;0;39.031;0;
;332;N105;N283;0;40.806;0;
;333;N104;N283;0;40.806;0;
;334;N67;N284;0;30.565;0;
;335;N105;N284;0;30.565;0;
;336;N98;N285;0;48.567;0;
;337;N68;N285;0;48.567;0;
;338;N107;N286;0;54.006;0;
;339;N286;N287;0;54.006;0;
;340;N98;N287;0;54.006;0;
;341;N195;N288;0;32.504;0;
;342;N107;N288;0;32.504;0;
;343;N108;N289;0;49.474;0;
;344;N66;N289;0;49.474;0;
;345;N90;N290;0;39.53;0;
;346;N101;N290;0;39.53;0;
;347;N65;N291;0;52.847;0;
;348;N100;N291;0;52.847;0;
;349;N193;N292;0;30.993;0;
;350;N71;N292;0;30.993;0;
;351;N97;N293;0;52.038;0;
;352;N293;N294;0;52.038;0;
;353;N106;N294;0;52.038;0;
;354;N46;N295;0;43.18;0;
;355;N97;N295;0;43.18;0;
;356;N194;N296;0;53.895;0;
;357;N296;N297;0;53.895;0;
;358;N297;N298;0;53.895;0;
;359;N298;N299;0;53.895;0;
;360;N299;N300;0;53.895;0;
;361;N300;N301;0;53.895;0;
;362;N301;N302;0;53.895;0;
;363;N302;N303;0;53.895;0;
;364;N62;N303;0;53.895;0;
;365;N62;N304;0;56.97;0;
;366;N304;N305;0;56.97;0;
;367;N305;N306;0;56.97;0;
;368;N306;N307;0;56.97;0;
;369;N307;N308;0;56.97;0;
;370;N308;N309;0;56.97;0;
;371;N309;N310;0;56.97;0;
;372;N310;N311;0;56.97;0;
;373;N311;N312;0;56.97;0;
;374;N312;N313;0;56.97;0;
;375;N313;N314;0;56.97;0;
;376;N182;N314;0;56.97;0;
;377;N15;N315;0;45.647;0;
;378;N315;N316;0;45.647;0;
;379;N183;N316;0;45.647;0;
;380;N181;N317;0;43.827;0;
;381;N317;N318;0;43.827;0;
;382;N15;N318;0;43.827;0;
;383;N84;N319;0;59.362;0;
;384;E10;N319;0;59.362;0;
;385;N85;N320;0;40.252;0;
;386;N320;N321;0;40.252;0;
;387;E9;N321;0;40.252;0;
;388;N86;N322;0;40.593;0;
;389;N322;N323;0;40.593;0;
;390;E8;N323;0;40.593;0;
;391;N87;N324;0;40.983;0;
;392;N324;N325;0;40.983;0;
;393;E7;N325;0;40.983;0;
;394;N88;N326;0;41.327;0;
;395;N326;N327;0;41.327;0;
;396;E6;N327;0;41.327;0;
;397;N93;N328;0;43.143;0;
;398;N328;N329;0;43.143;0;
;399;E1;N329;0;43.143;0;
;400;N94;N330;0;43.855;0;
;401;N330;N331;0;43.855;0;
;402;E2;N331;0;43.855;0;
;403;N95;N332;0;44.566;0;
;404;N332;N333;0;44.566;0;
;405;E3;N333;0;44.566;0;
;406;N76;N334;0;45.258;0;
;407;N334;N335;0;45.258;0;
;408;E4;N335;0;45.258;0;
;409;N96;N336;0;45.191;0;
;410;N336;N337;0;45.191;0;
;411;E5;N337;0;45.191;0;
;412;N100;N338;0;47.638;0;
;413;N338;N339;0;47.638;0;
;414;E11;N339;0;47.638;0;
;415;N90;N340;0;47.349;0;
;416;N340;N341;0;47.349;0;
;417;E12;N341;0;47.349;0;
;418;N101;N342;0;47.05;0;
;419;N342;N343;0;47.05;0;
;420;E13;N343;0;47.05;0;
;421;N102;N344;0;46.631;0;
;422;N344;N345;0;46.631;0;
;423;E14;N345;0;46.631;0;
;424;N103;N346;0;46.008;0;
;425;N346;N347;0;46.008;0;
;426;E15;N347;0;46.008;0;
;427;N104;N348;0;45.434;0;
;428;N348;N349;0;45.434;0;
;429;E16;N349;0;45.434;0;
;430;N105;N350;0;44.827;0;
;431;N350;N351;0;44.827;0;
;432;E17;N351;0;44.827;0;
;433;N108;N352;0;46.068;0;
;434;N352;N353;0;46.068;0;
;435;E24;N353;0;46.068;0;
;436;N109;N354;0;45.798;0;
;437;N354;N355;0;45.798;0;
;438;E23;N355;0;45.798;0;
;439;N110;N356;0;45.574;0;
;440;N356;N357;0;45.574;0;
;441;E22;N357;0;45.574;0;
;442;N111;N358;0;45.357;0;
;443;N358;N359;0;45.357;0;
;444;E21;N359;0;45.357;0;
;445;N112;N360;0;45.128;0;
;446;N360;N361;0;45.128;0;
;447;E20;N361;0;45.128;0;
;448;N113;N362;0;44.886;0;
;449;N362;N363;0;44.886;0;
;450;E19;N363;0;44.886;0;
;451;N114;N364;0;44.655;0;
;452;N364;N365;0;44.655;0;
;453;E18;N365;0;44.655;0;
;454;N120;N366;0;36.069;0;
;455;N115;N366;0;36.069;0;
;456;N119;N367;0;35.793;0;
;457;N120;N367;0;35.793;0;
;458;N66;N368;0;32.017;0;
;459;N121;N368;0;32.017;0;
;460;N119;N369;0;59.965;0;
;461;E25;N369;0;59.965;0;
;462;N120;N370;0;58.266;0;
;463;E26;N370;0;58.267;0;
;464;N115;N371;0;56.63;0;
;465;E27;N371;0;56.63;0;
;466;E28;N372;0;54.382;0;
;467;N121;N372;0;54.382;0;
;468;N127;N373;0;46.354;0;
;469;N373;N374;0;46.354;0;
;470;N66;N374;0;46.354;0;
;471;E31;N375;0;39.002;0;
;472;N123;N375;0;39.002;0;
;473;E30;N376;0;38.178;0;
;474;N125;N376;0;38.178;0;
;475;E29;N377;0;36.899;0;
;476;N127;N377;0;36.899;0;
;477;N45;N378;0;56.618;0;
